Date,Index
2009.041667,151.3750417
2009.125,148.8673595
2009.208333,147.3976815
2009.291667,147.4621169
2009.375,148.2660322
2009.458333,148.6153311
2009.541667,149.7912943
2009.625,149.372811
2009.708333,148.2480608
2009.791667,147.0760238
2009.875,146.3369988
2009.958333,145.3368032
2010.041667,143.1868025
2010.125,141.229981
2010.208333,141.1823625
2010.291667,142.7032648
2010.375,144.1932729
2010.458333,144.9850387
2010.541667,144.8121328
2010.625,143.4941495
2010.708333,141.6338101
2010.791667,140.0244043
2010.875,138.6942256
2010.958333,137.2965147
2011.041667,135.1007652
2011.125,133.177029
2011.208333,131.937869
2011.291667,132.3904427
2011.375,133.2184309
2011.458333,134.5461927
2011.541667,134.8011925
2011.625,133.9043991
2011.708333,132.1773722
2011.791667,130.7901712
2011.875,129.2510831
2011.958333,128.1512773
2012.041667,126.6505723
2012.125,125.9393597
2012.208333,126.739083
2012.291667,128.7864444
2012.375,131.3380384
2012.458333,133.5058088
2012.541667,134.7604405
2012.625,134.4056471
2012.708333,133.4886323
2012.791667,133.1816616
2012.875,133.8101155
2012.958333,134.084778
2013.041667,134.0982595
2013.125,133.7895397
2013.208333,136.0163527
2013.291667,138.9322838
2013.375,141.3445859
2013.458333,143.3612487
2013.541667,145.0094551
2013.625,145.849847
2013.708333,145.9353793
2013.791667,146.2049801
2013.875,146.327935
2013.958333,146.2679592
2014.041667,145.8118088
2014.125,145.7357511
2014.208333,145.9949037
2014.291667,147.1181317
2014.375,148.146807
2014.458333,149.2423191
2014.541667,150.129524
2014.625,150.6641128
2014.708333,150.3638358
2014.791667,150.444248
2014.875,151.0344479
2014.958333,151.7216628
2015.041667,152.2577434
2015.125,151.9576001
2015.208333,152.379793
2015.291667,153.7663457
2015.375,154.6763306
2015.458333,155.5719353
2015.541667,156.4993304
2015.625,157.1226317
2015.708333,157.471029
2015.791667,157.5517692
2015.875,157.9760717
2015.958333,158.4978398
2016.041667,158.1612968
2016.125,158.2487075
2016.208333,158.7553944
2016.291667,159.7000946
2016.375,160.7097316
2016.458333,161.5916621
2016.541667,162.8468299
2016.625,163.2766478
2016.708333,163.1536158
2016.791667,163.0221569
2016.875,163.474715
2016.958333,163.5878417
2017.041667,162.8629461
2017.125,162.6894602
2017.208333,163.879081
2017.291667,165.1498976
2017.375,166.761856
2017.458333,168.1323923
2017.541667,169.348991
2017.625,169.5859263
2017.708333,169.1123048
2017.791667,169.4586804
2017.875,169.7824545
2017.958333,170.2381803
2018.041667,169.5488704
2018.125,169.4726964
2018.208333,170.5325447
2018.291667,171.6157869
2018.375,172.5107313
2018.458333,173.5761448
2018.541667,174.3566261
2018.625,174.6484796
2018.708333,
2018.791667,
2018.875,
